Month,State,District,Update_Type,Gender,Date,Count
2023-07,Kerala,Ernakulam,Name,Male,2023-07-142023-07-28,2
2023-07,Kerala,Kozhikode,Address,Female,2023-07-10,1
2023-07,Kerala,Kozhikode,Address,Male,2023-07-202023-07-15,2
2023-07,Kerala,Kozhikode,DOB,Female,2023-07-042023-07-28,2
2023-07,Kerala,Kozhikode,Mobile,Female,2023-07-272023-07-29,2
2023-07,Kerala,Kozhikode,Mobile,Male,2023-07-052023-07-03,2
2023-07,Kerala,Kozhikode,Name,Female,2023-07-26,1
2023-07,Kerala,Malappuram,Address,Female,2023-07-152023-07-14,2
2023-07,Kerala,Malappuram,Address,Male,2023-07-072023-07-102023-07-21,3
2023-07,Kerala,Malappuram,Biometric,Male,2023-07-252023-07-272023-07-192023-07-23,4
2023-07,Kerala,Malappuram,DOB,Female,2023-07-10,1
2023-07,Kerala,Malappuram,Mobile,Female,2023-07-19,1
2023-07,Kerala,Malappuram,Mobile,Male,2023-07-06,1
2023-07,Kerala,Thiruvananthapuram,Address,Male,2023-07-032023-07-18,2
2023-07,Kerala,Thiruvananthapuram,Biometric,Male,2023-07-03,1
2023-07,Kerala,Thiruvananthapuram,DOB,Male,2023-07-142023-07-13,2
2023-07,Kerala,Thiruvananthapuram,Mobile,Female,2023-07-11,1
2023-07,Kerala,Thiruvananthapuram,Mobile,Male,2023-07-062023-07-032023-07-19,3
2023-07,Kerala,Thiruvananthapuram,Name,Female,2023-07-18,1
2023-07,Kerala,Thiruvananthapuram,Name,Male,2023-07-12,1
2023-07,Kerala,Thrissur,Mobile,Female,2023-07-122023-07-30,2
2023-07,Kerala,Thrissur,Mobile,Male,2023-07-112023-07-162023-07-242023-07-312023-07-06,5
2023-07,Maharashtra,Mumbai,Address,Female,2023-07-02,1
2023-07,Maharashtra,Mumbai,Biometric,Female,2023-07-062023-07-232023-07-20,3
2023-07,Maharashtra,Mumbai,Biometric,Male,2023-07-082023-07-13,2
2023-07,Maharashtra,Mumbai,Mobile,Female,2023-07-302023-07-152023-07-282023-07-29,4
2023-07,Maharashtra,Mumbai,Mobile,Male,2023-07-142023-07-222023-07-26,3
2023-07,Maharashtra,Mumbai,Name,Male,2023-07-15,1
2023-07,Maharashtra,Nagpur,Address,Female,2023-07-262023-07-20,2
2023-07,Maharashtra,Nagpur,Address,Male,2023-07-192023-07-17,2
2023-07,Maharashtra,Nagpur,Biometric,Female,2023-07-192023-07-04,2
2023-07,Maharashtra,Nagpur,Mobile,Female,2023-07-202023-07-14,2
2023-07,Maharashtra,Nagpur,Name,Female,2023-07-27,1
2023-07,Maharashtra,Nashik,Address,Female,2023-07-20,1
2023-07,Maharashtra,Nashik,Address,Male,2023-07-272023-07-162023-07-03,3
2023-07,Maharashtra,Nashik,Biometric,Female,2023-07-15,1
2023-07,Maharashtra,Nashik,Mobile,Female,2023-07-122023-07-072023-07-192023-07-112023-07-25,5
2023-07,Maharashtra,Nashik,Mobile,Male,2023-07-19,1
2023-07,Maharashtra,Nashik,Name,Female,2023-07-262023-07-24,2
2023-07,Maharashtra,Pune,Address,Female,2023-07-02,1
2023-07,Maharashtra,Pune,Address,Male,2023-07-222023-07-112023-07-18,3
2023-07,Maharashtra,Pune,Biometric,Female,2023-07-122023-07-242023-07-04,3
2023-07,Maharashtra,Pune,Biometric,Male,2023-07-31,1
2023-07,Maharashtra,Pune,DOB,Female,2023-07-10,1
2023-07,Maharashtra,Pune,Mobile,Male,2023-07-192023-07-192023-07-22,3
2023-07,Maharashtra,Pune,Name,Female,2023-07-192023-07-02,2
2023-07,Maharashtra,Thane,Address,Female,2023-07-052023-07-212023-07-28,3
2023-07,Maharashtra,Thane,Address,Male,2023-07-28,1
2023-07,Maharashtra,Thane,Biometric,Female,2023-07-05,1
2023-07,Maharashtra,Thane,DOB,Female,2023-07-11,1
2023-07,Maharashtra,Thane,Mobile,Female,2023-07-01,1
2023-07,Maharashtra,Thane,Mobile,Male,2023-07-272023-07-16,2
2023-07,Maharashtra,Thane,Name,Male,2023-07-15,1
2023-07,Uttar Pradesh,Gautam Buddha Nagar,Address,Female,2023-07-022023-07-06,2
2023-07,Uttar Pradesh,Gautam Buddha Nagar,Address,Male,2023-07-29,1
2023-07,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Male,2023-07-28,1
2023-07,Uttar Pradesh,Gautam Buddha Nagar,Mobile,Female,2023-07-252023-07-05,2
2023-07,Uttar Pradesh,Gautam Buddha Nagar,Name,Female,2023-07-20,1
2023-07,Uttar Pradesh,Gautam Buddha Nagar,Name,Male,2023-07-052023-07-02,2
2023-07,Uttar Pradesh,Kanpur,Address,Female,2023-07-29,1
2023-07,Uttar Pradesh,Kanpur,Biometric,Female,2023-07-30,1
2023-07,Uttar Pradesh,Kanpur,Biometric,Male,2023-07-09,1
2023-07,Uttar Pradesh,Kanpur,DOB,Male,2023-07-11,1
2023-07,Uttar Pradesh,Kanpur,Mobile,Female,2023-07-212023-07-172023-07-07,3
2023-07,Uttar Pradesh,Kanpur,Mobile,Male,2023-07-282023-07-162023-07-30,3
2023-07,Uttar Pradesh,Kanpur,Name,Male,2023-07-28,1
2023-07,Uttar Pradesh,Lucknow,Address,Female,2023-07-012023-07-122023-07-062023-07-29,4
2023-07,Uttar Pradesh,Lucknow,Address,Male,2023-07-082023-07-27,2
2023-07,Uttar Pradesh,Lucknow,Biometric,Female,2023-07-302023-07-292023-07-07,3
2023-07,Uttar Pradesh,Lucknow,Mobile,Female,2023-07-152023-07-242023-07-032023-07-16,4
2023-07,Uttar Pradesh,Lucknow,Mobile,Male,2023-07-182023-07-26,2
2023-07,Uttar Pradesh,Prayagraj,Address,Female,2023-07-242023-07-162023-07-252023-07-03,4
2023-07,Uttar Pradesh,Prayagraj,Address,Male,2023-07-142023-07-202023-07-18,3
2023-07,Uttar Pradesh,Prayagraj,Biometric,Female,2023-07-15,1
2023-07,Uttar Pradesh,Prayagraj,Biometric,Male,2023-07-192023-07-102023-07-05,3
2023-07,Uttar Pradesh,Prayagraj,DOB,Male,2023-07-27,1
2023-07,Uttar Pradesh,Prayagraj,Mobile,Female,2023-07-022023-07-192023-07-172023-07-27,4
2023-07,Uttar Pradesh,Prayagraj,Mobile,Male,2023-07-272023-07-11,2
2023-07,Uttar Pradesh,Varanasi,Address,Female,2023-07-21,1
2023-07,Uttar Pradesh,Varanasi,Address,Male,2023-07-222023-07-292023-07-09,3
2023-07,Uttar Pradesh,Varanasi,Biometric,Male,2023-07-18,1
2023-07,Uttar Pradesh,Varanasi,Mobile,Female,2023-07-302023-07-302023-07-082023-07-25,4
2023-07,Uttar Pradesh,Varanasi,Mobile,Male,2023-07-072023-07-282023-07-30,3
2023-08,Bihar,Darbhanga,Address,Female,2023-08-022023-08-142023-08-162023-08-23,4
2023-08,Bihar,Darbhanga,Biometric,Female,2023-08-28,1
2023-08,Bihar,Darbhanga,Biometric,Male,2023-08-23,1
2023-08,Bihar,Darbhanga,DOB,Male,2023-08-31,1
2023-08,Bihar,Darbhanga,Mobile,Female,2023-08-292023-08-132023-08-14,3
2023-08,Bihar,Darbhanga,Mobile,Male,2023-08-212023-08-28,2
2023-08,Bihar,Gaya,Address,Female,2023-08-19,1
2023-08,Bihar,Gaya,Address,Male,2023-08-212023-08-132023-08-23,3
2023-08,Bihar,Gaya,Biometric,Female,2023-08-25,1
2023-08,Bihar,Gaya,Biometric,Male,2023-08-192023-08-31,2
2023-08,Bihar,Gaya,Mobile,Female,2023-08-272023-08-26,2
2023-08,Bihar,Gaya,Mobile,Male,2023-08-142023-08-02,2
2023-08,Bihar,Muzaffarpur,Address,Male,2023-08-242023-08-04,2
2023-08,Bihar,Muzaffarpur,Biometric,Male,2023-08-10,1
2023-08,Bihar,Muzaffarpur,DOB,Male,2023-08-20,1
2023-08,Bihar,Muzaffarpur,Mobile,Female,2023-08-232023-08-052023-08-212023-08-262023-08-082023-08-11,6
2023-08,Bihar,Muzaffarpur,Mobile,Male,2023-08-09,1
2023-08,Bihar,Muzaffarpur,Name,Female,2023-08-02,1
2023-08,Bihar,Patna,Address,Female,2023-08-062023-08-26,2
2023-08,Bihar,Patna,Address,Male,2023-08-11,1
2023-08,Bihar,Patna,Biometric,Male,2023-08-08,1
2023-08,Bihar,Patna,Mobile,Female,2023-08-012023-08-012023-08-162023-08-052023-08-28,5
2023-08,Bihar,Patna,Mobile,Male,2023-08-272023-08-072023-08-302023-08-27,4
2023-08,Bihar,Purnia,Address,Female,2023-08-072023-08-14,2
2023-08,Bihar,Purnia,Address,Male,2023-08-052023-08-18,2
2023-08,Bihar,Purnia,Biometric,Female,2023-08-302023-08-242023-08-202023-08-06,4
2023-08,Bihar,Purnia,Biometric,Male,2023-08-22,1
2023-08,Bihar,Purnia,DOB,Female,2023-08-06,1
2023-08,Bihar,Purnia,Mobile,Female,2023-08-152023-08-222023-08-272023-08-302023-08-11,5
2023-08,Bihar,Purnia,Mobile,Male,2023-08-012023-08-22,2
2023-08,Karnataka,Bangalore Urban,Address,Female,2023-08-24,1
2023-08,Karnataka,Bangalore Urban,Biometric,Male,2023-08-182023-08-292023-08-21,3
2023-08,Karnataka,Bangalore Urban,DOB,Female,2023-08-25,1
2023-08,Karnataka,Bangalore Urban,Mobile,Female,2023-08-20,1
2023-08,Karnataka,Bangalore Urban,Mobile,Male,2023-08-102023-08-162023-08-18,3
2023-08,Karnataka,Bangalore Urban,Name,Female,2023-08-17,1
2023-08,Karnataka,Belgaum,Address,Female,2023-08-052023-08-31,2
2023-08,Karnataka,Belgaum,Address,Male,2023-08-252023-08-01,2
2023-08,Karnataka,Belgaum,Biometric,Female,2023-08-10,1
2023-08,Karnataka,Belgaum,Mobile,Female,2023-08-202023-08-102023-08-31,3
2023-08,Karnataka,Dakshina Kannada,Address,Male,2023-08-292023-08-102023-08-04,3
2023-08,Karnataka,Dakshina Kannada,Biometric,Female,2023-08-302023-08-25,2
2023-08,Karnataka,Dakshina Kannada,Biometric,Male,2023-08-22,1
2023-08,Karnataka,Dakshina Kannada,DOB,Female,2023-08-26,1
2023-08,Karnataka,Dakshina Kannada,Mobile,Female,2023-08-292023-08-122023-08-13,3
2023-08,Karnataka,Dakshina Kannada,Mobile,Male,2023-08-232023-08-262023-08-22,3
2023-08,Karnataka,Kalaburagi,Address,Female,2023-08-04,1
2023-08,Karnataka,Kalaburagi,Address,Male,2023-08-072023-08-192023-08-172023-08-312023-08-162023-08-22,6
2023-08,Karnataka,Kalaburagi,Biometric,Female,2023-08-022023-08-13,2
2023-08,Karnataka,Kalaburagi,Biometric,Male,2023-08-01,1
2023-08,Karnataka,Kalaburagi,Mobile,Female,2023-08-132023-08-08,2
2023-08,Karnataka,Kalaburagi,Mobile,Male,2023-08-05,1
2023-08,Karnataka,Mysore,Address,Female,2023-08-232023-08-02,2
2023-08,Karnataka,Mysore,Address,Male,2023-08-262023-08-202023-08-25,3
2023-08,Karnataka,Mysore,Biometric,Female,2023-08-20,1
2023-08,Karnataka,Mysore,DOB,Female,2023-08-24,1
2023-08,Karnataka,Mysore,DOB,Male,2023-08-04,1
2023-08,Karnataka,Mysore,Mobile,Female,2023-08-162023-08-222023-08-10,3
2023-08,Karnataka,Mysore,Mobile,Male,2023-08-232023-08-272023-08-12,3
2023-08,Karnataka,Mysore,Name,Male,2023-08-082023-08-02,2
2023-08,Kerala,Ernakulam,Address,Female,2023-08-112023-08-10,2
2023-08,Kerala,Ernakulam,Address,Male,2023-08-25,1
2023-08,Kerala,Ernakulam,Mobile,Male,2023-08-282023-08-23,2
2023-08,Kerala,Kozhikode,Address,Female,2023-08-31,1
2023-08,Kerala,Kozhikode,Address,Male,2023-08-18,1
2023-08,Kerala,Kozhikode,Biometric,Female,2023-08-04,1
2023-08,Kerala,Kozhikode,Biometric,Male,2023-08-04,1
2023-08,Kerala,Kozhikode,DOB,Male,2023-08-29,1
2023-08,Kerala,Kozhikode,Mobile,Female,2023-08-302023-08-06,2
2023-08,Kerala,Kozhikode,Mobile,Male,2023-08-172023-08-052023-08-02,3
2023-08,Kerala,Malappuram,Address,Female,2023-08-11,1
2023-08,Kerala,Malappuram,Address,Male,2023-08-312023-08-082023-08-21,3
2023-08,Kerala,Malappuram,Biometric,Female,2023-08-24,1
2023-08,Kerala,Malappuram,Biometric,Male,2023-08-192023-08-252023-08-29,3
2023-08,Kerala,Malappuram,DOB,Female,2023-08-202023-08-10,2
2023-08,Kerala,Malappuram,DOB,Male,2023-08-12,1
2023-08,Kerala,Malappuram,Mobile,Female,2023-08-242023-08-13,2
2023-08,Kerala,Malappuram,Mobile,Male,2023-08-22,1
2023-08,Kerala,Thiruvananthapuram,Address,Female,2023-08-142023-08-132023-08-08,3
2023-08,Kerala,Thiruvananthapuram,Address,Male,2023-08-162023-08-29,2
2023-08,Kerala,Thiruvananthapuram,Biometric,Female,2023-08-052023-08-192023-08-31,3
2023-08,Kerala,Thiruvananthapuram,Mobile,Female,2023-08-24,1
2023-08,Kerala,Thiruvananthapuram,Mobile,Male,2023-08-082023-08-232023-08-132023-08-09,4
2023-08,Kerala,Thiruvananthapuram,Name,Male,2023-08-29,1
2023-08,Kerala,Thrissur,Address,Female,2023-08-112023-08-06,2
2023-08,Kerala,Thrissur,Address,Male,2023-08-102023-08-072023-08-19,3
2023-08,Kerala,Thrissur,Biometric,Female,2023-08-202023-08-172023-08-08,3
2023-08,Kerala,Thrissur,Biometric,Male,2023-08-162023-08-09,2
2023-08,Kerala,Thrissur,Mobile,Female,2023-08-122023-08-202023-08-032023-08-08,4
2023-08,Kerala,Thrissur,Mobile,Male,2023-08-22,1
2023-08,Maharashtra,Mumbai,Address,Female,2023-08-202023-08-04,2
2023-08,Maharashtra,Mumbai,Address,Male,2023-08-242023-08-192023-08-012023-08-212023-08-07,5
2023-08,Maharashtra,Mumbai,Biometric,Female,2023-08-03,1
2023-08,Maharashtra,Mumbai,Biometric,Male,2023-08-01,1
2023-08,Maharashtra,Mumbai,Mobile,Male,2023-08-182023-08-03,2
2023-08,Maharashtra,Mumbai,Name,Female,2023-08-13,1
2023-08,Maharashtra,Nagpur,Address,Female,2023-08-26,1
2023-08,Maharashtra,Nagpur,Address,Male,2023-08-162023-08-05,2
2023-08,Maharashtra,Nagpur,Biometric,Female,2023-08-172023-08-03,2
2023-08,Maharashtra,Nagpur,Biometric,Male,2023-08-272023-08-202023-08-19,3
2023-08,Maharashtra,Nagpur,Mobile,Female,2023-08-14,1
2023-08,Maharashtra,Nagpur,Mobile,Male,2023-08-15,1
2023-08,Maharashtra,Nashik,Address,Female,2023-08-062023-08-05,2
2023-08,Maharashtra,Nashik,Address,Male,2023-08-01,1
2023-08,Maharashtra,Nashik,DOB,Female,2023-08-20,1
2023-08,Maharashtra,Nashik,Mobile,Male,2023-08-07,1
2023-08,Maharashtra,Nashik,Name,Female,2023-08-19,1
2023-08,Maharashtra,Pune,Address,Female,2023-08-202023-08-04,2
2023-08,Maharashtra,Pune,Address,Male,2023-08-212023-08-152023-08-25,3
2023-08,Maharashtra,Pune,Biometric,Female,2023-08-17,1
2023-08,Maharashtra,Pune,Biometric,Male,2023-08-282023-08-15,2
2023-08,Maharashtra,Pune,DOB,Male,2023-08-06,1
2023-08,Maharashtra,Pune,Mobile,Female,2023-08-022023-08-152023-08-21,3
2023-08,Maharashtra,Pune,Mobile,Male,2023-08-232023-08-312023-08-30,3
2023-08,Maharashtra,Pune,Name,Male,2023-08-31,1
2023-08,Maharashtra,Thane,Address,Female,2023-08-292023-08-14,2
2023-08,Maharashtra,Thane,Address,Male,2023-08-052023-08-05,2
2023-08,Maharashtra,Thane,Biometric,Female,2023-08-31,1
2023-08,Maharashtra,Thane,Mobile,Female,2023-08-072023-08-28,2
2023-08,Maharashtra,Thane,Mobile,Male,2023-08-29,1
2023-08,Uttar Pradesh,Gautam Buddha Nagar,Address,Female,2023-08-082023-08-25,2
2023-08,Uttar Pradesh,Gautam Buddha Nagar,Address,Male,2023-08-042023-08-182023-08-13,3
2023-08,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Female,2023-08-182023-08-18,2
2023-08,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Male,2023-08-082023-08-04,2
2023-08,Uttar Pradesh,Gautam Buddha Nagar,DOB,Male,2023-08-04,1
2023-08,Uttar Pradesh,Gautam Buddha Nagar,Mobile,Male,2023-08-10,1
2023-08,Uttar Pradesh,Gautam Buddha Nagar,Name,Female,2023-08-31,1
2023-08,Uttar Pradesh,Gautam Buddha Nagar,Name,Male,2023-08-22,1
2023-08,Uttar Pradesh,Kanpur,Address,Female,2023-08-18,1
2023-08,Uttar Pradesh,Kanpur,Address,Male,2023-08-112023-08-22,2
2023-08,Uttar Pradesh,Kanpur,Biometric,Male,2023-08-072023-08-20,2
2023-08,Uttar Pradesh,Kanpur,DOB,Male,2023-08-06,1
2023-08,Uttar Pradesh,Kanpur,Mobile,Male,2023-08-222023-08-28,2
2023-08,Uttar Pradesh,Kanpur,Name,Female,2023-08-09,1
2023-08,Uttar Pradesh,Lucknow,Address,Female,2023-08-262023-08-10,2
2023-08,Uttar Pradesh,Lucknow,Biometric,Female,2023-08-04,1
2023-08,Uttar Pradesh,Lucknow,Biometric,Male,2023-08-24,1
2023-08,Uttar Pradesh,Lucknow,Mobile,Female,2023-08-122023-08-25,2
2023-08,Uttar Pradesh,Lucknow,Mobile,Male,2023-08-102023-08-29,2
2023-08,Uttar Pradesh,Lucknow,Name,Male,2023-08-20,1
2023-08,Uttar Pradesh,Prayagraj,Address,Female,2023-08-202023-08-202023-08-012023-08-27,4
2023-08,Uttar Pradesh,Prayagraj,Address,Male,2023-08-04,1
2023-08,Uttar Pradesh,Prayagraj,Biometric,Female,2023-08-172023-08-14,2
2023-08,Uttar Pradesh,Prayagraj,Biometric,Male,2023-08-27,1
2023-08,Uttar Pradesh,Prayagraj,Mobile,Female,2023-08-26,1
2023-08,Uttar Pradesh,Prayagraj,Mobile,Male,2023-08-22,1
2023-08,Uttar Pradesh,Prayagraj,Name,Female,2023-08-14,1
2023-08,Uttar Pradesh,Varanasi,Address,Female,2023-08-102023-08-28,2
2023-08,Uttar Pradesh,Varanasi,Address,Male,2023-08-17,1
2023-08,Uttar Pradesh,Varanasi,Biometric,Female,2023-08-12,1
2023-08,Uttar Pradesh,Varanasi,Biometric,Male,2023-08-162023-08-18,2
2023-08,Uttar Pradesh,Varanasi,Mobile,Female,2023-08-032023-08-10,2
2023-08,Uttar Pradesh,Varanasi,Mobile,Male,2023-08-222023-08-272023-08-252023-08-032023-08-132023-08-27,6
2023-08,Uttar Pradesh,Varanasi,Name,Male,2023-08-02,1
2023-09,Bihar,Darbhanga,Address,Male,2023-09-02,1
2023-09,Bihar,Darbhanga,Biometric,Female,2023-09-05,1
2023-09,Bihar,Darbhanga,Mobile,Female,2023-09-14,1
2023-09,Bihar,Darbhanga,Mobile,Male,2023-09-24,1
2023-09,Bihar,Gaya,Address,Female,2023-09-272023-09-08,2
2023-09,Bihar,Gaya,Address,Male,2023-09-162023-09-202023-09-28,3
2023-09,Bihar,Gaya,Biometric,Female,2023-09-09,1
2023-09,Bihar,Gaya,Mobile,Male,2023-09-272023-09-18,2
2023-09,Bihar,Muzaffarpur,Address,Female,2023-09-10,1
2023-09,Bihar,Muzaffarpur,Address,Male,2023-09-11,1
2023-09,Bihar,Muzaffarpur,DOB,Male,2023-09-13,1
2023-09,Bihar,Muzaffarpur,Mobile,Male,2023-09-29,1
2023-09,Bihar,Patna,Address,Female,2023-09-20,1
2023-09,Bihar,Patna,Address,Male,2023-09-05,1
2023-09,Bihar,Patna,Biometric,Female,2023-09-192023-09-14,2
2023-09,Bihar,Patna,Biometric,Male,2023-09-212023-09-142023-09-09,3
2023-09,Bihar,Patna,Mobile,Female,2023-09-182023-09-16,2
2023-09,Bihar,Patna,Mobile,Male,2023-09-152023-09-102023-09-282023-09-272023-09-21,5
2023-09,Bihar,Purnia,Address,Female,2023-09-162023-09-082023-09-02,3
2023-09,Bihar,Purnia,Address,Male,2023-09-242023-09-15,2
2023-09,Bihar,Purnia,Biometric,Female,2023-09-142023-09-172023-09-062023-09-15,4
2023-09,Bihar,Purnia,Biometric,Male,2023-09-23,1
2023-09,Bihar,Purnia,Mobile,Female,2023-09-10,1
2023-09,Bihar,Purnia,Mobile,Male,2023-09-27,1
2023-09,Bihar,Purnia,Name,Female,2023-09-05,1
2023-09,Karnataka,Bangalore Urban,Address,Female,2023-09-07,1
2023-09,Karnataka,Bangalore Urban,Address,Male,2023-09-052023-09-072023-09-16,3
2023-09,Karnataka,Bangalore Urban,Biometric,Female,2023-09-17,1
2023-09,Karnataka,Bangalore Urban,Biometric,Male,2023-09-082023-09-18,2
2023-09,Karnataka,Bangalore Urban,Name,Male,2023-09-172023-09-25,2
2023-09,Karnataka,Belgaum,Address,Female,2023-09-08,1
2023-09,Karnataka,Belgaum,Address,Male,2023-09-11,1
2023-09,Karnataka,Belgaum,DOB,Male,2023-09-25,1
2023-09,Karnataka,Belgaum,Mobile,Female,2023-09-052023-09-27,2
2023-09,Karnataka,Dakshina Kannada,Address,Male,2023-09-23,1
2023-09,Karnataka,Dakshina Kannada,Mobile,Female,2023-09-222023-09-242023-09-22,3
2023-09,Karnataka,Dakshina Kannada,Mobile,Male,2023-09-102023-09-03,2
2023-09,Karnataka,Dakshina Kannada,Name,Female,2023-09-19,1
2023-09,Karnataka,Kalaburagi,Address,Female,2023-09-162023-09-102023-09-15,3
2023-09,Karnataka,Kalaburagi,Address,Male,2023-09-03,1
2023-09,Karnataka,Kalaburagi,Biometric,Female,2023-09-032023-09-05,2
2023-09,Karnataka,Kalaburagi,Biometric,Male,2023-09-032023-09-25,2
2023-09,Karnataka,Kalaburagi,DOB,Female,2023-09-29,1
2023-09,Karnataka,Kalaburagi,DOB,Male,2023-09-25,1
2023-09,Karnataka,Kalaburagi,Mobile,Female,2023-09-212023-09-14,2
2023-09,Karnataka,Kalaburagi,Mobile,Male,2023-09-13,1
2023-09,Karnataka,Mysore,Address,Female,2023-09-192023-09-08,2
2023-09,Karnataka,Mysore,Address,Male,2023-09-072023-09-05,2
2023-09,Karnataka,Mysore,Biometric,Female,2023-09-01,1
2023-09,Karnataka,Mysore,Biometric,Male,2023-09-152023-09-19,2
2023-09,Karnataka,Mysore,Mobile,Female,2023-09-102023-09-262023-09-12,3
2023-09,Karnataka,Mysore,Mobile,Male,2023-09-132023-09-212023-09-252023-09-14,4
2023-09,Karnataka,Mysore,Name,Male,2023-09-12,1
2023-09,Kerala,Ernakulam,Address,Female,2023-09-062023-09-13,2
2023-09,Kerala,Ernakulam,Address,Male,2023-09-12,1
2023-09,Kerala,Ernakulam,Biometric,Male,2023-09-132023-09-112023-09-17,3
2023-09,Kerala,Ernakulam,Mobile,Male,2023-09-212023-09-07,2
2023-09,Kerala,Kozhikode,Address,Female,2023-09-102023-09-05,2
2023-09,Kerala,Kozhikode,Biometric,Female,2023-09-282023-09-172023-09-122023-09-13,4
2023-09,Kerala,Kozhikode,Mobile,Female,2023-09-262023-09-132023-09-26,3
2023-09,Kerala,Kozhikode,Mobile,Male,2023-09-03,1
2023-09,Kerala,Malappuram,Address,Female,2023-09-202023-09-172023-09-202023-09-20,4
2023-09,Kerala,Malappuram,Address,Male,2023-09-16,1
2023-09,Kerala,Malappuram,Biometric,Male,2023-09-012023-09-23,2
2023-09,Kerala,Malappuram,Mobile,Female,2023-09-14,1
2023-09,Kerala,Malappuram,Mobile,Male,2023-09-232023-09-022023-09-082023-09-29,4
2023-09,Kerala,Thiruvananthapuram,Address,Male,2023-09-22,1
2023-09,Kerala,Thiruvananthapuram,Biometric,Female,2023-09-13,1
2023-09,Kerala,Thiruvananthapuram,Biometric,Male,2023-09-15,1
2023-09,Kerala,Thiruvananthapuram,Mobile,Female,2023-09-04,1
2023-09,Kerala,Thiruvananthapuram,Mobile,Male,2023-09-192023-09-24,2
2023-09,Kerala,Thiruvananthapuram,Name,Male,2023-09-30,1
2023-09,Kerala,Thrissur,Address,Male,2023-09-092023-09-132023-09-252023-09-082023-09-04,5
2023-09,Kerala,Thrissur,Biometric,Female,2023-09-282023-09-022023-09-24,3
2023-09,Kerala,Thrissur,Mobile,Female,2023-09-202023-09-28,2
2023-09,Maharashtra,Mumbai,Address,Female,2023-09-112023-09-03,2
2023-09,Maharashtra,Mumbai,Address,Male,2023-09-052023-09-302023-09-11,3
2023-09,Maharashtra,Mumbai,Biometric,Female,2023-09-252023-09-16,2
2023-09,Maharashtra,Mumbai,Biometric,Male,2023-09-062023-09-17,2
2023-09,Maharashtra,Mumbai,DOB,Female,2023-09-03,1
2023-09,Maharashtra,Mumbai,DOB,Male,2023-09-27,1
2023-09,Maharashtra,Mumbai,Mobile,Male,2023-09-27,1
2023-09,Maharashtra,Nagpur,Address,Female,2023-09-20,1
2023-09,Maharashtra,Nagpur,Address,Male,2023-09-23,1
2023-09,Maharashtra,Nagpur,Biometric,Female,2023-09-10,1
2023-09,Maharashtra,Nagpur,Biometric,Male,2023-09-282023-09-11,2
2023-09,Maharashtra,Nagpur,Mobile,Female,2023-09-022023-09-292023-09-182023-09-222023-09-06,5
2023-09,Maharashtra,Nagpur,Mobile,Male,2023-09-10,1
2023-09,Maharashtra,Nashik,Address,Female,2023-09-292023-09-302023-09-12,3
2023-09,Maharashtra,Nashik,Address,Male,2023-09-102023-09-30,2
2023-09,Maharashtra,Nashik,Biometric,Male,2023-09-10,1
2023-09,Maharashtra,Nashik,Mobile,Female,2023-09-16,1
2023-09,Maharashtra,Nashik,Mobile,Male,2023-09-222023-09-242023-09-16,3
2023-09,Maharashtra,Pune,Address,Female,2023-09-152023-09-272023-09-15,3
2023-09,Maharashtra,Pune,Biometric,Female,2023-09-152023-09-27,2
2023-09,Maharashtra,Pune,Biometric,Male,2023-09-032023-09-04,2
2023-09,Maharashtra,Pune,DOB,Female,2023-09-04,1
2023-09,Maharashtra,Pune,Mobile,Male,2023-09-26,1
2023-09,Maharashtra,Thane,Address,Female,2023-09-22,1
2023-09,Maharashtra,Thane,Address,Male,2023-09-092023-09-21,2
2023-09,Maharashtra,Thane,Biometric,Male,2023-09-02,1
2023-09,Maharashtra,Thane,Mobile,Female,2023-09-232023-09-042023-09-142023-09-162023-09-07,5
2023-09,Maharashtra,Thane,Mobile,Male,2023-09-172023-09-062023-09-20,3
2023-09,Uttar Pradesh,Gautam Buddha Nagar,Address,Female,2023-09-072023-09-062023-09-06,3
2023-09,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Female,2023-09-252023-09-25,2
2023-09,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Male,2023-09-142023-09-05,2
2023-09,Uttar Pradesh,Gautam Buddha Nagar,Mobile,Female,2023-09-27,1
2023-09,Uttar Pradesh,Gautam Buddha Nagar,Mobile,Male,2023-09-222023-09-182023-09-27,3
2023-09,Uttar Pradesh,Kanpur,Address,Female,2023-09-072023-09-07,2
2023-09,Uttar Pradesh,Kanpur,DOB,Male,2023-09-30,1
2023-09,Uttar Pradesh,Kanpur,Mobile,Female,2023-09-222023-09-292023-09-17,3
2023-09,Uttar Pradesh,Kanpur,Mobile,Male,2023-09-03,1
2023-09,Uttar Pradesh,Lucknow,Address,Female,2023-09-072023-09-30,2
2023-09,Uttar Pradesh,Lucknow,Address,Male,2023-09-022023-09-16,2
2023-09,Uttar Pradesh,Lucknow,Biometric,Female,2023-09-122023-09-09,2
2023-09,Uttar Pradesh,Lucknow,Biometric,Male,2023-09-242023-09-30,2
2023-09,Uttar Pradesh,Lucknow,Mobile,Female,2023-09-152023-09-222023-09-24,3
2023-09,Uttar Pradesh,Lucknow,Mobile,Male,2023-09-042023-09-042023-09-212023-09-102023-09-20,5
